Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
record and play,Chrome 121.0.0.0,,,08-02-2024 11:33:36,08-02-2024 11:34:47,1m - 10.677s,PASSED
,,,,,,,
Test Cases/TC_Amazon/Record and play back mode/TC_AmazonHome_ValidateCreateNewAC_001,Chrome 121.0.0.0,,,08-02-2024 11:33:36,08-02-2024 11:34:05,28.531s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,08-02-2024 11:33:37,08-02-2024 11:33:39,2.115s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,08-02-2024 11:33:39,08-02-2024 11:33:41,1.734s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon.com. Spend less. Smile more/span_Hello, sign in""))",Chrome 121.0.0.0,,,08-02-2024 11:33:41,08-02-2024 11:33:57,16.238s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Sign-In/a_Create your Amazon account""))",Chrome 121.0.0.0,,,08-02-2024 11:33:57,08-02-2024 11:33:59,1.781s,PASSED
"setText(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/input_customerName""), ""subham"")",Chrome 121.0.0.0,,,08-02-2024 11:33:59,08-02-2024 11:34:00,1.304s,PASSED
"setText(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/input_email""), ""shubham@gmail.com"")",Chrome 121.0.0.0,,,08-02-2024 11:34:00,08-02-2024 11:34:01,0.707s,PASSED
"setEncryptedText(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/input_password""), ""tnXB1jbPNDAOVoUnr2O+7A=="")",Chrome 121.0.0.0,,,08-02-2024 11:34:01,08-02-2024 11:34:01,0.488s,PASSED
"setEncryptedText(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/input_passwordCheck""), ""tnXB1jbPNDAOVoUnr2O+7A=="")",Chrome 121.0.0.0,,,08-02-2024 11:34:01,08-02-2024 11:34:02,0.577s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/inputcontinue""))",Chrome 121.0.0.0,,,08-02-2024 11:34:02,08-02-2024 11:34:04,1.965s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AmazonHome_Validate_CreateNewAC_OR/Page_Amazon Registration/div_Theres already an account with this ema_a5b427""), 0)",Chrome 121.0.0.0,,,08-02-2024 11:34:04,08-02-2024 11:34:05,0.896s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,08-02-2024 11:34:05,08-02-2024 11:34:05,0.268s,PASSED
,,,,,,,
Test Cases/TC_Amazon/Record and play back mode/TC_AmazonHome_Validate_Customer_Service_005,Chrome 121.0.0.0,,,08-02-2024 11:34:05,08-02-2024 11:34:47,41.872s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,08-02-2024 11:34:05,08-02-2024 11:34:06,0.747s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,08-02-2024 11:34:06,08-02-2024 11:34:08,1.638s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_Customer_Service_OR/Page_Amazon.com. Spend less. Smile more/input_a-button-input""))",Chrome 121.0.0.0,,,08-02-2024 11:34:08,08-02-2024 11:34:44,36.402s,PASSED
"click(findTestObject(""Object Repository/AmazonHome_Validate_Customer_Service_OR/Page_Amazon.com. Spend less. Smile more/a_Customer Service""))",Chrome 121.0.0.0,,,08-02-2024 11:34:44,08-02-2024 11:34:46,1.940s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AmazonHome_Validate_Customer_Service_OR/Page_Help  Contact Us - Amazon Customer Service/h1_Welcome to Amazon Customer Service""), 0)",Chrome 121.0.0.0,,,08-02-2024 11:34:46,08-02-2024 11:34:47,0.763s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,08-02-2024 11:34:47,08-02-2024 11:34:47,0.279s,PASSED
